anchor,positive,negative,lang
ಅವನು ತೆಳ್ಳಗಿನ ಮನುಷ್ಯನಂತೆ ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿಲ್ಲ,kn
Mwizi aliposhikwa aligongwa kama mtoto agongwavyo alale,Mwizi aliposhikwa hakugongwa sana,Mwizi aliposhikwa aligongwa na kila mtu,sw
कभी तो काम में अंगूठा चूसना बंद करो?,कभी तो काम में दूसरों की मादा लेना बंद करो। ,कभी तो काम में दूसरों की मादा लिया करो। ,hi
The poster was as colorful as a sidewalk,The poster was dull and colorless.,The poster has a lot of color.,en_dev
She thinks of him as highly as a diamond,She prizes him.,She thinks he's worthless.,en_dev
The threat was an oncoming train,The threat was imminent.,The threat was distant.,en_dev
Ajá ni Àdùkẹ́ jẹ́ fún gbogbo àwọn ọkùnrin àdúgbò,Àdùkẹ́ kì í ṣe Oní ṣìnà / Aṣéwó,Oní ṣìnà / Aṣéwó ni Àdùkẹ́,yo
शिक्षा एक फलदार वृक्ष के समान होती है।,शिक्षा का हमेशा फायदा होता है। ,शिक्षा नुकसान दायक होती है।,hi
शाम ने अपने काम को ऐसे किया जैसे कोई माँ अपने बच्चे का ध्यान रखती है। ,शाम ने अपने काम को बहुत अच्छी तरह किया। ,शाम ने अपने काम को अच्छी तरह नहीं किया। ,hi
The poker game had stakes as high as the floor,The poker game was low-stakes.,The poker game was high-stakes.,en_dev
जीवन एक सपना है।,जीवन एक मिथ्या है।,जीवन हकीकत है।,hi
Pacar kakakku ibarat buah yang sudah tidak layak dipetik.,Pacar kakakku terlalu tua.,Pacar kakakku terlalu muda.,id
Nu kaambu dina angkutan umum sapertos sangu nu geus leueur,Nu kaambu dina angkutan umum bau,Nu kaambu dina angkutan umum seungit.,su
Maneno yake ni dawa.,Maneno yake yanaponya.,Maneno yake yanaangamiza.,sw
The book I just finished reading is my new bug smasher.,The book's content is so trashy and useless that one can't bear reading it again.,The book contains a lot of timeless wisdom and helpful knowledge.,en_dev
He eats like a mouse.,He doesn't eat a lot.,He eats a lot.,en_dev
ಅದರ ಬಣ್ಣ ಹಾಲಿನಂತೆ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿಲ್ಲ,kn
ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,kn
Maongezi yalikua mafupi kama kipande cha sigara,Maongezi yalikuwa mafupi,Maongezi yalikuwa marefu,sw
कुसुम को दरवाजा खोलने में चिड़िया सा जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत कम जोर लगाना पड़ा। ,कुसुम को दरवाजा खोलने में बहुत जोर लगाना पड़ा। ,hi
Rumah kawanku sudah bak istana presiden.,Rumah kawanku besar dan mewah.,Rumah kawanku kecil dan sempit.,id
फिल्म में हीरो चार्ली चैपलिन की तरह लग रहा था। ,फिल्म का हीरो मसखरा था। ,फिल्म का हीरो बहुत स्मार्ट था। ,hi
ai budak keneh mah antep kudu jadi kurung batok.,ai budak keneh mah antep kudu jadi tong dikurung.,ai budak keneh mah antep kudu jadi budak nu reseup kaluar,su
The child was as pretty as the flower that blooms once per year.,The child was beautiful.,The child was ugly.,en_dev
ಆ ಪರೀಕ್ಷೆ ಯುಪಿಎಸ್ಸಿ ಯಂತೆ ಕಷ್ಟಕರ,ಆ ಪರೀಕ್ಷೆ ಹೆಚ್ಚು ಕಷ್ಟ,ಆ ಪರೀಕ್ಷೆ ಹೆಚ್ಚು ಕಷ್ಟವೇನಲ್ಲ,kn
Keur kuring mah disuntik vaksin kawas digégél sireum.,Disuntik rasana teu nyeri.,Disuntik rasana nyeri,su
उसकी दूकान नए लोहे की तरह चमक रही थी। ,उसकी दूकान बहुत बढ़िया से सजाई गई थी। ,उसकी दूकान बहुत गंदे से सजाई गई थी।,hi
Barua yake ilikuwa kama mama na mwanawe.,Barua yake ilikuwa ya hisia.,Barua yake haikuwa ya hisia.,sw
Dia berbelanja seperti tidak ada hari esok.,Dia berbelanja tanpa pikir panjang dan foya-foya.,Dia berbelanja penuh perhitungan.,id
ಆ ಸಬ್ಜೆಕ್ಟ್ ಫಿಸಿಕ್ಸ್ ನಂತೆ ಜಟಿಲವಾಗಿತ್ತು,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿತ್ತು,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿರಲಿಲ್ಲ,kn
फिल्म में हीरो सुपरमैन की तरह लग रहा था। ,फिल्म का हीरो बहुत स्मार्ट था। ,फिल्म का हीरो मसखरा था। ,hi
Msichana alikuwa kipepeo,Alikuwa mrembo sana,Alikuwa si mrembo sana,sw
Adégbètẹ́ bú sẹ́kún nígbà tí ó ń bá ọ̀rẹ́ Mákindé sòrò,Adé́gbètẹ̀ rẹ́rìn ín nígbà tí ó ń bá ọ̀rẹ́ rẹ̀ sọ̀rò,Adé́gbètẹ̀ bínú nígbà tí ó ń bá ọ̀rẹ́ rẹ̀ sọ̀rò,yo
He could sprint like a tortoise,He was slow.,He was fast.,en_dev
Uripku karo uripe wis kaya bumi,Uripku karo uripe bedo banget bumi,Uripku karo uripe bedo banget kaya perbandingan langit,jv
Kijana ni maji kwenye mtungi,Kijana ni mtulivu sana,Kijana han utulivu,sw
John was as motivated as a worker with no pay.,John was not motivated at all.,John was really motivated.,en_dev
Tumpeng damelan si uwak meuni sajangkung meja lipet lesehan.,Tumpeng damelan si uwak pondok.,Tumpeng damelan si uwak jangkung,su
ಇವನು  ವಯಸ್ಕನಷ್ಟು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿಲ್ಲ,ಇವನು ಖುಷಿಯಾಗಿದ್ದಾನೆ,kn
Rafiki angu ni ua jekundu,Rafiki yangu ni mzuri,Rafiki yangu ni mbaya,sw
Polisi hukushuku ukiwa na wasiwasi kama mwizi,Polisi hukushuku ukiwa na wasiwasi,Polisi hawawezi kukushuku ukiwa mtulivu,sw
ದೇವರು ಗಾಳಿಯಂತೆ ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇಲ್ಲ,kn
"Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan saat langit sedang mendung.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mungkin.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mustahil.",id
ಈ ಕಾರ್ಯಕ್ರಮವು ಬ್ಲಾಸ್ಟ್ನಂತೆ ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿಲ್ಲ,kn
Adéyẹmí baralẹ̀ bí omi àfòwúrọ̀ pọ̀,Adéyẹmí ṣagídí gidigidi,Adéyẹmí ṣe pẹ̀lẹ́pẹ̀lẹ́,yo
Nyumba hii ni pamba.,Nyumba hii ni safi.,Nyumba hii ni chafu.,sw
लड़ाई में फ़ौज शेरों की तरह लड़ी। ,लड़ाई में फ़ौज हिम्मत से लड़ी। ,लड़ाई में फ़ौज दिमाग से लड़ी। ,hi
"Baginya, dunia digital adalah tempat bermain yang menyenangkan.",Dia melek teknologi.,Dia gaptek.,id
शार्क के दांत रेजर जैसे थे। ,शार्क के दांत तेज थे।,शार्क के दांत तेज नहीं थे।,hi
Jana nilikuwa nimeshikamaa kama guluu,Jana nilikuwa nimeshikamana na vitu vingi,Jana sikuwa nimeshikamana na vitu vingi,sw
पुलिस इंस्पेक्टर गाय की तरह शरीफ थी। ,पुलिस इंस्पेक्टर रिश्वतखोर नहीं था।,पुलिस इंस्पेक्टर रिश्वतखोर था।,hi
Pandemi Covid-19 membuat gaya hidup masyarakat bagai besar pasak daripada tiang.,Pandemi Covid-19 membuat gaya hidup masyarakat kekurangan.,Pandemi Covid-19 membuat gaya hidup masyarakat stabil.,id
Her personality is as interesting as a grocery list,She has no personality.,She has an interesting personality.,en_dev
ili jiji si kimbunga cha machafuko,ili jiji limetulia vyema,ili jiji lina matukio mabaya,sw
The performance was as exciting as a hurricane.,The performance was good.,The performance was bad.,en_dev
Agbẹjọ́rò náà ò sọ ẹni tó jẹ̀bi,Agbẹjọ́rò náà ti sú ìgbẹ́jọ́ náà,Agbẹjọ́rò náà ti sọ àṣírí ọ̀rọ̀ náà,yo
Kamar kosan Dinda terasa seperti di Kutub Utara .,Kamar kosan Dinda terasa dingin.,Kamar kosan Dinda terasa panas.,id
होटल का बिस्तर फट्टे की तरह था। ,होटल का बिस्तर सख्त था।,होटल का बिस्तर नरम था।,hi
Hirup teh kawas leumpang dina jalan lega.,Hirup teh teu aya tantangan.,Hirup teh loba tantangan,su
Sehemu la kupalilia lilikuwa bahari.,Sehemu la kupalilia lilikuwa kubwa.,Sehemu la kupalilia lilikuwa ndogo.,sw
The air had the cleanliness of a freshly opened vacuum,The air is filthy,The air is quite clean,en_dev
That thing is sucking up as much electricity as a 1950s refrigerator,It uses a lot of electricity,It uses no electricity,en_dev
Habari za kifo cha mama yake zilikua kama wimbo wa gitaa kwake,Hakuumia sana baada ya kujulishwa kuhusu kifo cha mama yake,Aliiumia sana baada ya kujulishwa kuhusu kifo cha mama yake,sw
मैं पक्षी सा उड़ना चाहता हूँ। ,मैं वो करना चाहता हूँ जो मुमकिन हो। ,मैं वो करना चाहता हूँ जो असंभव हो।  ,hi
Wakaazi wa dandora ni wazembe kama kupe,Wakaazi wa Dandora hawapendi kufanya kazi,Wakaazi wa dandora huamka kila siku na kufanya kazi,sw
Pertanyaan si bapa teh meuni kos pertanyaan budak.,Pertanyaan si bapa teu bermutu.,Pertanyaan si bapa bermutu tur sesah,su
That conversation had the ease of doing your taxes blindfolded.,Having that conversation was difficult,Having that conversation was easy.,en_dev
Kamar kos abdi téh sapertos lapangan keur barudak maén bal.,Kamar kos meuni lega.,Kamar kos meuni rupek,su
The book was as entertaining as a funeral,The book was not entertaining at all.,The book was entertaining.,en_dev
ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ದೊಡ್ಡದಾಗಿ ಇದೆ,kn
वह आदमी मेरे हाथों की अंगूठी बारबार है। ,उस आदमी की मेरे बराबर का है। ,उस आदमी की मेरे आगे कोई हैसियत नहीं है। ,hi
Maisha yamekua malaini,Maisha yamekua marahisi,Maisha yamekuwa magumu,sw
Raimu tak sawang-sawang kaya Luna Maya,Raimu taksawang-sawang ayu,Raimu taksawang-sawang medeni,jv
Watching the movie was like going to the carnival,The movie was enjoyable,The movie was dreadful,en_dev
Her hair had the luster of a horse's chestnut mane,Her hair was shiny,Her hair was dull,en_dev
Beungeutna katingali kawas wengi poék.,Beungeutna katingali kawas loba masalah.,Beungeutna katingali kawas bahagia,su
ಈ ಕೆಲಸವು ಪರ್ವತ ಏರಿದಷ್ಟು ಕಷ್ಟವಾಗಿದೆ,ಆ ಕೆಲಸವು ಕಷ್ಟ,ಆ ಕೆಲಸವು ಸುಲಭ,kn
A priest is sexually active as often as a 9.1 earthquake,A priest is rarely sexually active,A priest is extremely sexually active,en_dev
उसने संजय की तरह अपने दोस्त का मार्गदर्शन किया। ,उसने अपने दोस्त को सब कुछ बताया। ,उसने अपने दोस्त को जीत के लिए तैयार किया। ,hi
"Baginya, bersosialisasi itu seperti melepas rindu dengan orang tersayang.",Bersosialisasi itu menyenangkan.,Bersosialisasi itu melelahkan.,id
ಆ ರೋಗವು ಕೋವಿಡ್ ನಂತೆ ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುವುದಿಲ್ಲ,kn
किशोर एक मेमने की तरह है।,किशोर बहुत मासूम है।,किशोर बहुत चलाक है।,hi
The doctor has the brains of an underdeveloped pigeon,The doctor isn't very smart,The doctor is very intelligent,en_dev
Yule ni mkweli kama mwanasiasa wakati wa kampeni.,Yule ni mwongo.,Yule ni mkweli.,sw
Ana roho ya simba,Ni jasiri sana,Ni mnyonge sana,sw
mwaniki si kifaru,hana nguvu nyingi,ana nguvu nyingi,sw
Tifẹ́ladé kò mọ̀ bi wọ́n ṣe dan ẹnu,Tifẹ́ladé kì í sòrò,Tifẹ́ladé máa ń sọ àsọdùn ọ̀rọ̀,yo
His smile was a closed door.,His smile was not inviting.,His smile was inviting.,en_dev
ಆಕೆಯ ರಾಗವು ಹಾಡುಗಾರ್ತಿಯಷ್ಟು ಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿಲ್ಲ,kn
Naek kareta ekonomi sarupa calik dina sofa busa.,Naek kareta ekonomi enakeun.,Naek kareta ekonomi teu enakeun,su
Mlayune kaya macan tutul nguber mangsane,Mlayune cepet,Mlayune alon,jv
Putus cinta ibarat mengigit apel ranum yang baru dipetik.,Putus cinta itu manis dan menyenangkan.,Putus cinta itu perih dan menyakitkan.,id
aliangua kicheko kama radi,alicheka kwa sauti ya juu,alicheka kwa sauti ya chini,sw
राहुल अपने घर का नजरबट्टू है। ,राहुल किसी काम का नहीं है। ,राहुल अपने घर की शान है।  ,hi
नौकर चाय में जैसे शहद डाल लाया था। ,नौकर ने बहुत बढ़िया चाय बनाई थी। ,नौकर ने बिलकुल बकवास चाय बनाई थी। ,hi
The date had all the magic of an exotic tale,The date was intriguing,The date was boring,en_dev
Bàbá Déòtí ti rebi àgbà ń rè ní ìdájí òní,Bàbá Déòtí lọ ṣe ìpàdé lọ́dọ̀ àwọn àgbàgbà ìlú,Bàbá Déòtí ti kú,yo
Bocah kuwi nemu omah umpama kuthuk marani sunduk,Bocah kuwi nemu omah ora cocok,Bocah kuwi nemu omah cocok,jv
Kantor abdi di Bandung umpama gedong di tengah savana.,Kantor abdi di Bandung panas tur tandus.,Kantor abdi di Bandung tiis tur asri,su
The woman had the toughness of a guinea pig.,The woman was not very tough.,The woman was very tough.,en_dev
वह पानी से बाहर मछली की तरह दिखता है। ,वह बहुत डरा हुआ रहता है।,वह बहुत आत्मविश्वास में रहता है। ,hi
Sikapnya akhir-akhir ini ibarat suhu Dieng selepas di malam hari.,Sikapnya akhir-akhir ini dingin.,Sikapnya akhir-akhir ini panas.,id
She was as friendly as An old angry cat,She wasn't kind at all,She was happy to see us,en_dev
"Àkókò ń sáré tete, a ò sí lè dúró de ẹnì kankan",Kò sí àkókò,Ọ̀pọ̀ àkòkò ló wà,yo
Tuliskia manunguniko ya mto,Kulikuwa na sauti kali ya mto,Mto ulikuwa umetulia,sw
Mwanasoka yule ni mwezi mpevu.,Yule sio kamili.,Yule amekamilika.,sw
Àgbà tí ò jẹ́ kọ́rùn ọmọ ó wọ́,Àgbàlagbà tó ń wùwà àgbà ìyà,Ọmọdé tó ń wùwà ọmọdé ìṣẹ́,yo
ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತಾಗಿದೆ,ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಫಲವತ್ತಾಗಿಲ್ಲ,ನಮ್ಮ ಹೊಲದ ಮಣ್ಣು ಫಲವತ್ತಾಗಿದೆ,kn
Polisi walikuwa kama waamuzi wa historia ya mipaka kwanza humunyonga mfungwa na kisha kumjaribu.,Polisi hawakuwa waadilifu.,Polisi walikuwa waadilifu.,sw
The movie has the tension of a cat in a room full of rocking chairs.,The movie is tense.,The movie's pace is relaxed.,en_dev
Raihan mambune kaya mayit,Raihan mambune bosok,Raihan mambune wangi,jv
Migawé pagawéan kalompok mah karasana siga mawa kapas sakarung.,Migawé pagawéan kalompok mah hampang.,Migawé pagawéan kalompok mah beurat,su
Mjomba amefurahi kama ndege katika chemchemi.,Mjomba amefurahi sana.,Mjomba amekasirika sana.,sw
ಈ ವಸ್ತುವೂ ಹೂವಿನಂತೆ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿಲ್ಲ,kn
