anchor,positive,negative,lang
Hirup teh kawas lumpat di lapang.,Hirup teh gampil.,Hirup teh sulit,su
Meuli hp saharga imah gedongan,Meuli hp mahal,Meuli hp murah.,su
Meuli hp saharga rorompok gubuk.,Meuli hp murah.,Meuli hp mahal,su
Omongan Pak Ustad kawas gula dina enteh,Omongan Pak Ustad amis,Omongan Pak Ustad pait.,su
Omongan Pak Ustad kawas kopi hideung.,Omongan Pak Ustad pait.,Omongan Pak Ustad amis,su
Ieu kabar umpama hujan bentar,Ieu kabar ngareuwaskeun,Ieu kabar nenangkeun.,su
Ieu kabar umpama angin ngahiliwir.,Ieu kabar nenangkeun.,Ieu kabar ngareuwaskeun,su
Kulit Siti kos bujur orok,Kulit Siti mulus,Kulit Siti korodok.,su
Kulit Siti kos careuh bulan.,Kulit Siti korodok.,Kulit Siti mulus,su
Sikap anjeunna siga es batu,Sikap anjeunna tiis,Sikap anjeunna haneut.,su
Sikap anjeunna siga susu botol jang orok.,Sikap anjeunna haneut.,Sikap anjeunna tiis,su
Adi lanceuk teh kalakuan kos anjing jeung ucing,Adi lanceuk teh kalakuan teu akur,Adi lanceuk teh kalakuan akur.,su
Adi lanceuk teh kalakuan kos jalak jeung kebo.,Adi lanceuk teh kalakuan akur.,Adi lanceuk teh kalakuan teu akur,su
Boga kabogoh teh sikapna kos maung,Boga kabogoh teh sikapna wanian,Boga kabogoh teh sikapna eraan.,su
Boga kabogoh teh sikapna kos kukang.,Boga kabogoh teh sikapna eraan.,Boga kabogoh teh sikapna wanian,su
Lanceuk abdi awakna sapertos nyere,Lanceuk abdi awakna begang,Lanceuk abdi awakna buleud.,su
Lanceuk abdi awakna sapertos gajah.,Lanceuk abdi awakna buleud.,Lanceuk abdi awakna begang,su
Gawe teh umpama nginum cai sirop,Gawe teh ngabagjakeun,Gawe teh hanjelu.,su
Gawe teh umpama nginum peresan limo.,Gawe teh hanjelu.,Gawe teh ngabagjakeun,su
Sora manehna kawas kicau manuk dadali,Sora manehna merdu,Sora manehna gandeng.,su
Sora manehna kawas hujan geledek.,Sora manehna gandeng.,Sora manehna merdu,su
Awak manehna meuni kawas mawar bodas,Awak manehna meuni seungit,Awak manehna meuni bau.,su
Awak manehna meuni kawas kembang bangke.,Awak manehna meuni bau.,Awak manehna meuni seungit,su
Ponten rapor kuring umpama beureum getih,Ponten rapor kuring goreng,Ponten rapor kuring alus.,su
Ponten rapor kuring umpama biru langit.,Ponten rapor kuring alus.,Ponten rapor kuring goreng,su
Ditolak manehna umpama hate dikeureut peso,Ditolak manehna meuni nyeri,Ditolak manehna meuni gumbira.,su
Ditolak manehna umpama taman pinuh ku kembang.,Ditolak manehna meuni gumbira.,Ditolak manehna meuni nyeri,su
Omongan manehna kawas cai di daun taleus,Omongan manehna robah-robah,Omongan manehna ajeg.,su
Omongan manehna kawas tangkal beringin.,Omongan manehna ajeg.,Omongan manehna robah-robah,su
Kosan rerencangan abdi sapertos lapangan bola,Kosan rerencangan abdi lega,Kosan rerencangan abdi heurin.,su
Kosan rerencangan abdi sapertos liang sireum.,Kosan rerencangan abdi heurin.,Kosan rerencangan abdi lega,su
Cicing di imah teh kos cicing di neraka,Cicing di imah teh teu betah,Cicing di imah teh betah.,su
Cicing di imah teh kos cicing di taman firdaus.,Cicing di imah teh betah.,Cicing di imah teh teu betah,su
Ngaharep balesan manehna ibarat ngajarkeun lauk naek tangkal,Ngaharep balesan manehna mustahil,Ngaharep balesan manehna teu kudu usaha.,su
Ngaharep balesan manehna ibarat ngajarkeun monyet naek tangkal.,Ngaharep balesan manehna teu kudu usaha.,Ngaharep balesan manehna mustahil,su
Milarian padamelan ayena mah sapertos milarian bintang di beurang copong,Milarian padamelan ayeuna mah sesah,Milarian padamelan ayeuna mah gampil.,su
Milarian padamelan ayena mah sapertos milarian lauk di sagara.,Milarian padamelan ayeuna mah gampil.,Milarian padamelan ayeuna mah sesah,su
"Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun lauk naek tangkal","Hoyong seueur acis, tapi teu damel teh mustahil","Hoyong seueur acis, tapi teu damel teh mungkin wae.",su
"Hoyong seueur acis, tapi teu damel tes sapertos ngajarkeun monyet renang.","Hoyong seueur acis, tapi teu damel teh mungkin wae.","Hoyong seueur acis, tapi teu damel teh mustahil",su
Abdi sareung anjeuna kawas langit jeung bumi,Abdi sareung anjeuna jauh bedana,Abdi sareung anjeuna eweuh bedana.,su
Abdi sareung anjeuna kawas monyet jeung kera.,Abdi sareung anjeuna eweuh bedana.,Abdi sareung anjeuna jauh bedana,su
Diajar matematika umpama diajar maca jang budak SMA,Diajar matematika sesah,Diajar matematika gampil.,su
Diajar matematika umpama diajar maca jang budak TK.,Diajar matematika gampil.,Diajar matematika sesah,su
Kue damelan umi abdi saraos kue toko,Kue damelan umi abdi raos,Kue damelan umi abdi teu raos.,su
Kue damelan umi abdi saraos kue basi.,Kue damelan umi abdi teu raos.,Kue damelan umi abdi raos,su
Pun bapa tanagana kawas samson,Pun bapa kuat,Pun bapa lemah.,su
Pun bapa tanagana kawas budak sd.,Pun bapa lemah.,Pun bapa kuat,su
Acuk lebaran teh sarupa acuk damelan designer kasohor,Acuk lebaran teh sae,Acuk lebaran teh butut.,su
Acuk lebaran teh sarupa acuk tukang pulung.,Acuk lebaran teh butut.,Acuk lebaran teh sae,su
Teu nyangka rayi abdi sajangkung buto ijo,Teu nyangka rayi abdi jangkung,Teu nyangka rayi abdi pondok.,su
Teu nyangka rayi abdi sajangkung ucok baba.,Teu nyangka rayi abdi pondok.,Teu nyangka rayi abdi jangkung,su
Ngarantau ibarat jalan-jalan ka nagari nu endah kacipta,Ngarantau nyenengkeun,Ngarantau sieun.,su
Ngarantau ibarat jalan-jalan ka leuweung nu loba jurigna.,Ngarantau sieun.,Ngarantau nyenengkeun,su
Bobogah lima taun jeung manehna kawas naek kapal di laut nu loba badaina,Bobogohan lima taun jeung manehna nyusahkeun,Bobogohan lima taun jeung manehna nyenengkeun.,su
Bobogah lima taun jeung manehna kawas naek kapal di lautan biru nan endah.,Bobogohan lima taun jeung manehna nyenengkeun.,Bobogohan lima taun jeung manehna nyusahkeun,su
Jaket maneh naha siga tukang ojek,Jaket maneh butut,Jaket maneh alus.,su
Jaket maneh naha siga jaket artis.,Jaket maneh alus.,Jaket maneh butut,su
Acuk seuseuhan abdi mah sapertos acuk anyar,Acuk seuseuhan abdi mah beresih,Acuk seuseuhan abdi mah kotor.,su
Acuk seuseuhan abdi mah sapertos acuk jalmi beres nguli.,Acuk seuseuhan abdi mah kotor.,Acuk seuseuhan abdi mah beresih,su
Budak rerencangan abdi irungnya samancung orang arab,Budak rerencangan abdi irungna mancung,Budak rerencangan abdi irungna pesek.,su
Budak rerencangan abdi irungnya samancung jalmi nu beres nyusruk.,Budak rerencangan abdi irungna pesek.,Budak rerencangan abdi irungna mancung,su
Pindah bumi ibarat kaleungitan dompet,Pindah bumi nyedihkeun,Pindah bumi nyenengkeun.,su
Pindah bumi ibarat manggihan dompet.,Pindah bumi nyenengkeun.,Pindah bumi nyedihkeun,su
Buku di bumi rerencangan abdi kawas perpustakaan,Buku di bumi rerencangan abdi seueur,Buku di bumi rerencangan abdi hiji atawa sakedik.,su
Buku di bumi rerencangan abdi kawas jumlah kolot na budak yatim.,Buku di bumi rerencangan abdi hiji atawa sakedik.,Buku di bumi rerencangan abdi seueur,su
Naek kareta ekonomi sarupa calik dina korsi papan,Naek kareta ekonomi teu enakeun,Naek kareta ekonomi enakeun.,su
Naek kareta ekonomi sarupa calik dina sofa busa.,Naek kareta ekonomi enakeun.,Naek kareta ekonomi teu enakeun,su
Ukuran suku maneh meuni jiga raksasa,Ukuran suku maneh meuni gede,Ukuran suku maneh meuni leutik.,su
Ukuran suku maneh meuni jiga cebol.,Ukuran suku maneh meuni leutik.,Ukuran suku maneh meuni gede,su
Basa inggris maneh geus saalus bule,Basa inggris maneh lancar,Basa inggris maneh balelol.,su
Basa inggris maneh geus saalus budak nu karak diajar ngomong.,Basa inggris maneh balelol.,Basa inggris maneh lancar,su
Carita nini abdi kawas carita pelem-pelem di bioskop,Carita nini abdi rame tur alus,Carita nini abdi butut.,su
Carita nini abdi kawas carita nu nyieun sare.,Carita nini abdi butut.,Carita nini abdi rame tur alus,su
Minyak goreng ayeuna geus saharga imah,Minyak goreng ayeuna mahal,Minyak goreng ayeuna mirah.,su
Minyak goreng ayeuna geus saharga kacang.,Minyak goreng ayeuna mirah.,Minyak goreng ayeuna mahal,su
Cai sumur ayeuna mah kos cai kopi,Cai sumur ayeuna kiruh,Cai sumur ayeuna herang.,su
Cai sumur ayeuna mah kos cai aqua.,Cai sumur ayeuna herang.,Cai sumur ayeuna kiruh,su
Ngadangu carita anjeun mah kawas ngimpi labuh ka gawir,Ngadangu carita anjeun mah ngareuwaskeun,Ngadangu carita anjeun mah nyenengkeun.,su
Ngadangu carita anjeun mah kawas ngimpi naek ferrari.,Ngadangu carita anjeun mah nyenengkeun.,Ngadangu carita anjeun mah ngareuwaskeun,su
Hirup teu boga elmu sarupa leumpang teu aya tujuan,Hirup teu boga elmu teu jelas,Hirup teu boga elmu jelas.,su
Hirup teu boga elmu sarupa leumpang sapanjang jalan nu loba lampuna.,Hirup teu boga elmu jelas.,Hirup teu boga elmu teu jelas,su
Pertanyaan si bapa teh meuni kos tts kompas,Pertanyaan si bapa bermutu tur sesah,Pertanyaan si bapa teu bermutu.,su
Pertanyaan si bapa teh meuni kos pertanyaan budak.,Pertanyaan si bapa teu bermutu.,Pertanyaan si bapa bermutu tur sesah,su
Lamun keur belajar naha nya panon teh kawas teu sare 3 poe,Lamun keur belajar naha panon teh tunduh,Lamun keur belajar naha panon teh beunta.,su
Lamun keur belajar naha nya panon teh kawas karak ngadahar mangga ngora.,Lamun keur belajar naha panon teh beunta.,Lamun keur belajar naha panon teh tunduh,su
Kunaon atuh eta seragam teh jiga can meunang nyetrika,Kunaon atuh eta seragam teh risek,Kunaon atuh eta seragam teh licin.,su
Kunaon atuh eta seragam teh jiga baju ti londri.,Kunaon atuh eta seragam teh licin.,Kunaon atuh eta seragam teh risek,su
Hirup abdi mah kawas tv baheula,Hirup abdi mah hitam putih tur monoton,Hirup abdi mah loba warnana.,su
Hirup abdi mah kawas tv jaman kiwari.,Hirup abdi mah loba warnana.,Hirup abdi mah hitam putih tur monoton,su
Buruan tatangga teh meuni saluas lapangan bola,Buruan tatanga luas,Buruan tatanga heurin.,su
Buruan tatangga teh meuni saluas wc kareta.,Buruan tatanga heurin.,Buruan tatanga luas,su
Gambar rayi abdi layak umpama gambar nu meunang ponten 100,Gambar rayi abdi hade,Gambar rayi abdi butut.,su
Gambar rayi abdi layak umpama gambar nu meunang ponten F.,Gambar rayi abdi butut.,Gambar rayi abdi hade,su
Chat jeung manehna mah kawas ngobrol pas keur diboceng tukang ojek,Chat jeung manehna mah teu jelas,Chat jeung manehna mah jelas.,su
Chat jeung manehna mah kawas guru nerangkeun di kelas.,Chat jeung manehna mah jelas.,Chat jeung manehna mah teu jelas,su
Tulisan budak teh meuni jiga cakar hayam,Tulisan budak teh acak-acakan,Tulisan budak teh rapi.,su
Tulisan budak teh meuni jiga hasil ngeprint.,Tulisan budak teh rapi.,Tulisan budak teh acak-acakan,su
Elmu agama kawas senter caang kanggo mapay jalan wengi,Elmu agama caang tur nuntun,Elmu agama poek.,su
Elmu agama kawas gudang nu eweuh lampuan.,Elmu agama poek.,Elmu agama caang tur nuntun,su
Lapang Padjajaran kos lapang bola piala dunia,Lapang Padjajaran alus tur rapi,Lapang Padjajaran butut tur balatak.,su
Lapang Padjajaran kos lapang di kandang kuda.,Lapang Padjajaran butut tur balatak.,Lapang Padjajaran alus tur rapi,su
Cai Dieng sapertos cai es,Cai Dieng tiis,Cai Dieng panas.,su
Cai Dieng sapertos cai termos.,Cai Dieng panas.,Cai Dieng tiis,su
Ngendong sawengi ge bawaan teh kawas jalmi nu bade pindahan,Ngendong sawengi ge bawaan teh seueur,Ngendong sawengi ge bawaan teh teu aya.,su
Ngendong sawengi ge bawaan teh kawas jalmi teu gaduh acuk.,Ngendong sawengi ge bawaan teh teu aya.,Ngendong sawengi ge bawaan teh seueur,su
Acuk rerencangan abdi sapertos bu haji,Acuk rerencangan abdi katutup,Acuk rerencangan abdi kabuka.,su
Acuk rerencangan abdi sapertos awewe nu arek mangkal.,Acuk rerencangan abdi kabuka.,Acuk rerencangan abdi katutup,su
Kahayang abdi mah sagede truk,Kahayang abdi mah seueur,Kahayang abdi mah saalit.,su
Kahayang abdi mah sagede keresek indomaret.,Kahayang abdi mah saalit.,Kahayang abdi mah seueur,su
Tutumbenan masakan dinten ieu kawas masakan hotel bintang lima,Tutumbenan masakan dinten ieu raos pisan,Tutumbenan masakan dinten ieu teu raos.,su
Tutumbenan masakan dinten ieu kawas masakan sesa minggu kamari.,Tutumbenan masakan dinten ieu teu raos.,Tutumbenan masakan dinten ieu raos pisan,su
Kaca di kamar abdi meuni sagede kaca spion,Kaca di kamar abdi meuni alit,Kaca di kamar abdi meuni ageung.,su
Kaca di kamar abdi meuni sagede almari tilu panto.,Kaca di kamar abdi meuni ageung.,Kaca di kamar abdi meuni alit,su
Akuarium hotel ieu meuni saageung sea world,Akuarium hotel ieu ageung,Akuarium hotel ieu alit.,su
Akuarium hotel ieu meuni saageung keler kue.,Akuarium hotel ieu alit.,Akuarium hotel ieu ageung,su
Kembang pamasihan anjeun teh kawas seungit sedap malam,Kembang pamasihan anjeun seungit,Kembang pamasihan anjeun hapeuk.,su
Kembang pamasihan anjeun teh kawas seungit sangit.,Kembang pamasihan anjeun hapeuk.,Kembang pamasihan anjeun seungit,su
Mun jadi jalmi ulah sok luhur hate,Mun jadi jalmi ulah sok agul,Mun jadi jalmi ulah sok pesimis.,su
Mun jadi jalmi ulah sok pondok hate.,Mun jadi jalmi ulah sok pesimis.,Mun jadi jalmi ulah sok agul,su
Tawaran anjeun kawas hujan duit,Tawaran anjeun nyenengkeun,Tawaran anjeun nyengsarakeun.,su
Tawaran anjeun kawas hujan batu es.,Tawaran anjeun nyengsarakeun.,Tawaran anjeun nyenengkeun,su
Diajar ekonomi sapertos renang di kulah cai es,Diajar ekonomi nyengsarakeun,Diajar ekonomi nyenengkeun.,su
Diajar ekonomi sapertos renang di kulah kembang.,Diajar ekonomi nyenengkeun.,Diajar ekonomi nyengsarakeun,su
Acara Jazz Prambanan taun ieu kawas langit bertabur bentang,Acara Jazz Prambanan taun ieu meriah,Acara Jazz Prambanan taun ieu sepi.,su
Acara Jazz Prambanan taun ieu kawas langit wengi teu aya bentang.,Acara Jazz Prambanan taun ieu sepi.,Acara Jazz Prambanan taun ieu meriah,su
Tisu merek eta mah saalus selimut orok,Tisu merek eta mah alus,Tisu merek eta mah kasar.,su
Tisu merek eta mah saalus karung beas.,Tisu merek eta mah kasar.,Tisu merek eta mah alus,su
"Tong make lipen setip eta, jieun biwir kos sawah retak","Tong make lipen setip eta, jieun biwir garing","Tong make lipen setip eta, jieun biwir lembab.",su
"Tong make lipen setip eta, jieun biwir kos embun daun.","Tong make lipen setip eta, jieun biwir lembab.","Tong make lipen setip eta, jieun biwir garing",su
Omongan presiden teh umpama cai di daun taleus,Omongan presiden teh gonta-ganti,Omongan presiden teh ajeg.,su
Omongan presiden teh umpama bangunan kabah.,Omongan presiden teh ajeg.,Omongan presiden teh gonta-ganti,su
Kualitas koper anyar teh kos urut batur,Kualitas koper anyar teh butut,Kualitas koper anyar teh alus.,su
Kualitas koper anyar teh kos koper dior.,Kualitas koper anyar teh alus.,Kualitas koper anyar teh butut,su
Ngadangukeun lagu Yura Yunita sapertos dipepende,Ngadangukeun lagu Yura Yunita nenangkeun,Ngadangukeun lagu Yura Yunita gandeng tur ngaganggu.,su
Ngadangukeun lagu Yura Yunita sapertos hujan guludug.,Ngadangukeun lagu Yura Yunita gandeng tur ngaganggu.,Ngadangukeun lagu Yura Yunita nenangkeun,su
Sampo si mama jieun buuk sapertos ti salon,Sampo si mama jieun buuk alus,Sampo si mama jieun buuk kasar.,su
Sampo si mama jieun buuk sapertos kasetrum listrik.,Sampo si mama jieun buuk kasar.,Sampo si mama jieun buuk alus,su
Kantor abdi di Bandung umpama gedong di tengah kebon,Kantor abdi di Bandung tiis tur asri,Kantor abdi di Bandung panas tur tandus.,su
Kantor abdi di Bandung umpama gedong di tengah savana.,Kantor abdi di Bandung panas tur tandus.,Kantor abdi di Bandung tiis tur asri,su
Tumpeng damelan si uwak meuni sajangkung gunung merapi,Tumpeng damelan si uwak jangkung,Tumpeng damelan si uwak pondok.,su
Tumpeng damelan si uwak meuni sajangkung meja lipet lesehan.,Tumpeng damelan si uwak pondok.,Tumpeng damelan si uwak jangkung,su
Buku sakola ayeuna sakandeul koran,Buku sakola ayeuna ipis,Buku sakola ayeuna kandeul.,su
Buku sakola ayeuna sakandeul ensiklopedia dunia.,Buku sakola ayeuna kandeul.,Buku sakola ayeuna ipis,su
Cuaca dinten ieu sapertos langit nu nuju sedih,Cuaca dinten ieu hujan,Cuaca dinten ieu cerah.,su
Cuaca dinten ieu sapertos langit nu keur bagja.,Cuaca dinten ieu cerah.,Cuaca dinten ieu hujan,su
Biaya listrik makin kiwari makin kos taraje,Biaya listrik makin kiwari makin naek,Biaya listrik makin kiwari makin turun.,su
Biaya listrik makin kiwari makin kos porosotan.,Biaya listrik makin kiwari makin turun.,Biaya listrik makin kiwari makin naek,su
Karpet anyar teh warnana jiga gulali,Karpet anyar teh warnana cerah,Karpet anyar teh warnana poek.,su
Karpet anyar teh warnana jiga areng.,Karpet anyar teh warnana poek.,Karpet anyar teh warnana cerah,su
Gawe tanpa elmu umpama mancing eweuh umpan,Gawe tanpa elmu sesah,Gawe tanpa elmu gampil.,su
Gawe tanpa elmu umpama ngala lauk di akuarium make jaring.,Gawe tanpa elmu gampil.,Gawe tanpa elmu sesah,su
Poto kawinan anjeun sapertos poster pelem nu meunang penghargaan,Poto kawinan anjeun estetik,Poto kawinan anjeun teu estetik.,su
Poto kawinan anjeun sapertos poto di kalender toko emas.,Poto kawinan anjeun teu estetik.,Poto kawinan anjeun estetik,su
Harga anduk di toko ieu samirah kembang gula di warung,Harga anduk di toko ieu mirah,Harga anduk di toko ieu awis.,su
Harga anduk di toko ieu samirah dp bumi di komplek elit.,Harga anduk di toko ieu awis.,Harga anduk di toko ieu mirah,su
Desain Totoya nu anyar kawas mobil ti masa hareup,Desain Toyota nu anyar keren tur canggih,Desain Toyota nu anyar butut.,su
Desain Totoya nu anyar kawas mobil cocooan.,Desain Toyota nu anyar butut.,Desain Toyota nu anyar keren tur canggih,su
Naek gunung Sumbing umpama naek gunung nganggo sapatu roda,Naek gunung Sumbing sesah,Naek gunung Sumbing gampil.,su
Naek gunung Sumbing umpama naek gunung digandong porter.,Naek gunung Sumbing gampil.,Naek gunung Sumbing sesah,su
Kulah lauk di bumi aki salega bagasi motor,Kulah lauk di bumi aki leutik,Kulah lauk di bumi aki lega.,su
Kulah lauk di bumi aki salega garasi kapal udara.,Kulah lauk di bumi aki lega.,Kulah lauk di bumi aki leutik,su
Rorompok amih lamun nuju seueur dulur kawas bumi gigir rel kareta,Rorompok amih lamun nuju seueur dulur rame tur gandeng,Rorompok amih lamun nuju seueur dulur tiiseun tur jempling.,su
Rorompok amih lamun nuju seueur dulur kawas bumi di tengah leuweung.,Rorompok amih lamun nuju seueur dulur tiiseun tur jempling.,Rorompok amih lamun nuju seueur dulur rame tur gandeng,su
Kelas X IPS mah aya teu aya guru umpama budak can dibere nyusu,Kelas X IPS mah aya teu aya guru gandeng,Kelas X IPS mah aya teu aya guru jempling.,su
Kelas X IPS mah aya teu aya guru umpama barudak di perpustakaan.,Kelas X IPS mah aya teu aya guru jempling.,Kelas X IPS mah aya teu aya guru gandeng,su
Sapatu pamere mamang teh kawas sapatu meunang nginjeum,Sapatu pamere mamang teh teu mahi,Sapatu pamere mamang teh mahi.,su
Sapatu pamere mamang teh kawas sapatu kaca dipake cinderella.,Sapatu pamere mamang teh mahi.,Sapatu pamere mamang teh teu mahi,su
Lomari di kamar pun kolot saageung ka'bah,Lomari di kamar pun kolot ageung,Lomari di kamar pun kolot alit.,su
Lomari di kamar pun kolot saageung bagasi mobil sedan.,Lomari di kamar pun kolot alit.,Lomari di kamar pun kolot ageung,su
Lukisan ieu sapertos karya da Vinci,Lukisan ieu alus,Lukisan ieu butut.,su
Lukisan ieu sapertos karya budak nu keur diajar ngagambar.,Lukisan ieu butut.,Lukisan ieu alus,su
Botol cai teh kos toren cai,Botol cai teh gede pisan,Botol cai teh leutik pisan.,su
Botol cai teh kos gelas budak.,Botol cai teh leutik pisan.,Botol cai teh gede pisan,su
Jolang di bumi rerencangan abdi kawas kulah lauk,Jolang di bumi rerencangan abdi ageung,Jolang di bumi rerencangan abdi alit.,su
Jolang di bumi rerencangan abdi kawas gayung.,Jolang di bumi rerencangan abdi alit.,Jolang di bumi rerencangan abdi ageung,su
Sangu di warung ieu mah sapertos sangu beres akeul,Sangu di warung ieu pulen,Sangu di warung ieu heuras.,su
Sangu di warung ieu mah sapertos gigih.,Sangu di warung ieu heuras.,Sangu di warung ieu pulen,su
